"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"33",624414,"Christian Arroyo","231","14.3","0.344","0.250","0.300","0.594","0.397","0.388","0.353","11","32","83.1","3.9","2138","86.8","86.20","0","33","0","-0.6","5.94","107","153","119","147","297","323","288"
"62",506702,"Sandy Leon","395","15.7","0.271","0.136","0.241","0.407","0.285","0.246","0.227","16","59","83.1","19.1","2194","89.9","89.57","0","62","0","-0.3","6.04","111","153","113","149","282","320","301"
"69",571912,"Luke Maile","396","17.4","0.235","0.118","0.212","0.353","0.252","0.337","0.309","16","68","83.0","11.2","2253","89.8","89.49","0","69","0","-0.3","6.03","110","153","119","148","300","324","292"
"223",593643,"Hanser Alberto","816","27.3","0.352","0.096","0.339","0.447","0.342","0.299","0.299","77","219","83.0","9.0","2253","87.6","87.18","0","223","0","-0.4","5.95","104","150","109","146","295","317","283"
"14",624407,"Tzu-Wei Lin","80","17.5","0.286","0.143","0.286","0.429","0.304","0.158","0.143","4","14","83.0","1.2","2346","84.2","83.03","0","14","0","-1.2","5.71","104","148","103","149","272","322","305"
"37",642851,"Austin Wynns","173","21.4","0.278","0.028","0.278","0.306","0.255","0.244","0.250","10","36","83.0","0.5","2312","89.9","89.60","0","37","0","-0.3","6.01","104","150","116","146","296","318","285"
"1",621458,"Edwin Rios","8","12.5","0.000","0.000","0.000","0.000","0.000","0.060","0.066","0","1","82.9","-21.0","2428","87.7","86.46","0","1","0","-1.2","4.86","86","152","127","152","313","341","310"
"1",625643,"Reynaldo Lopez","6","16.7","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","1","82.9","-21.0","1950","92.6","93.86","0","1","0","1.3","6.79","129","151","114","149","300","285","281"
"1",605280,"Clay Holmes","10","10.0","0.000","0.000","0.000","0.000","0.000","0.060","0.066","0","1","82.9","-21.0","1831","97.2","96.90","0","1","0","-0.3","6.05","84","149","112","145","260","291","254"
"1",656794,"Sean Newcomb","28","3.6","0.000","0.000","0.000","0.000","0.000","0.041","0.034","0","1","82.8","30.0","1991","77.4","76.71","0","1","0","-0.7","5.65","127","154","114","155","283","317","286"
"11",592789,"Noah Syndergaard","147","7.5","0.400","0.700","0.250","1.100","0.619","0.561","0.372","4","10","82.8","20.8","2248","91.7","91.54","0","11","0","-0.2","6.29","116","152","105","151","287","313","302"
"1",433589,"Yusmeiro Petit","4","25.0","0.000","0.000","0.000","0.000","0.000","0.188","0.190","0","1","82.8","2.0","2156","88.2","86.88","0","1","0","-1.3","5.71","89","141","113","138","283","292","276"
"9",657041,"Lane Thomas","45","20.0","0.444","0.333","0.375","0.778","0.519","0.285","0.226","4","9","82.7","-8.0","2187","88.8","88.68","0","9","0","-0.1","6.14","110","153","114","147","305","320","300"
"51",622168,"Yairo Munoz","231","22.1","0.392","0.059","0.392","0.451","0.367","0.272","0.281","20","51","82.7","5.0","2298","87.1","86.74","0","51","0","-0.4","6.00","109","151","115","147","307","322","294"
"113",621006,"Richie Martin","759","14.9","0.270","0.189","0.243","0.459","0.308","0.319","0.305","30","111","82.5","6.6","2216","88.8","88.37","0","113","0","-0.4","5.95","104","147","105","144","297","312","277"
"36",641505,"Jonathan Davis","212","17.0","0.194","0.083","0.171","0.278","0.203","0.356","0.316","7","36","82.5","6.6","2223","89.9","90.19","0","36","0","0.3","6.03","108","150","109","144","300","323","283"
"79",641796,"Tim Locastro","457","17.3","0.282","0.103","0.278","0.385","0.281","0.269","0.276","22","78","82.5","12.3","2243","87.8","87.36","0","79","0","-0.4","5.94","104","149","107","144","306","318","292"
"6",543475,"Jordan Lyles","77","7.8","0.167","0.000","0.167","0.167","0.147","0.073","0.078","1","6","82.5","-20.3","2219","91.8","92.23","0","6","0","0.4","6.23","97","142","102","143","287","304","271"
"33",642180,"Tyler Wade","228","14.5","0.323","0.000","0.323","0.323","0.284","0.308","0.324","10","31","82.4","-2.2","2170","86.7","85.90","0","33","0","-0.8","5.76","108","147","105","149","287","317","293"
"64",595956,"Cam Gallagher","341","18.8","0.226","0.032","0.222","0.258","0.207","0.236","0.242","14","62","82.4","13.0","2299","89.0","88.77","0","64","0","-0.2","6.03","106","151","116","146","298","321","291"
"26",594798,"Jacob deGrom","148","17.6","0.320","0.200","0.292","0.520","0.357","0.307","0.305","8","25","82.3","-4.2","2139","89.3","88.85","0","26","0","-0.5","5.99","117","149","109","152","288","312","298"
"9",452657,"Jon Lester","109","8.3","0.444","0.111","0.444","0.556","0.432","0.239","0.240","4","9","82.2","11.7","2279","87.8","87.41","0","9","0","-0.4","5.94","104","142","97","147","278","302","288"
"58",500208,"Yangervis Solarte","311","18.6","0.263","0.140","0.250","0.404","0.284","0.307","0.309","15","57","82.2","6.1","2128","89.0","88.78","0","58","0","-0.2","6.04","111","154","118","147","292","316","296"
"53",656775,"Cedric Mullins","295","18.0","0.120","0.080","0.118","0.200","0.131","0.215","0.205","6","50","82.2","14.0","2139","88.7","88.23","0","53","0","-0.5","6.01","106","145","103","147","281","310","289"
"22",608331,"Max Fried","130","16.9","0.263","0.105","0.263","0.368","0.270","0.307","0.297","5","19","82.2","-4.6","2186","88.3","88.03","0","22","0","-0.3","5.99","106","143","101","143","281","309","292"
"21",572863,"Dustin Garneau","154","13.6","0.381","0.095","0.381","0.476","0.370","0.272","0.281","8","21","82.2","19.3","2317","89.6","89.21","0","21","0","-0.4","5.94","108","150","117","145","296","318","291"
"11",592826,"Vince Velasquez","51","21.6","0.300","0.300","0.222","0.600","0.379","0.281","0.279","3","10","82.0","2.4","2215","86.6","85.81","0","11","0","-0.8","5.82","111","147","106","147","297","311","278"
"2",622694,"Elieser Hernandez","31","6.5","0.000","0.000","0.000","0.000","0.000","0.134","0.132","0","2","81.9","43.5","2283","93.0","92.73","0","2","0","-0.3","6.25","105","149","112","150","284","298","257"
"164",502481,"Jarrod Dyson","910","18.0","0.331","0.147","0.308","0.479","0.345","0.326","0.333","54","163","81.9","6.6","2223","88.5","88.18","0","164","0","-0.3","6.00","106","147","98","149","285","317","299"
"9",664199,"Taylor Clarke","47","19.1","0.333","0.333","0.250","0.667","0.421","0.203","0.181","3","9","81.8","0.9","2158","88.8","88.23","0","9","0","-0.6","5.81","113","144","105","146","294","302","271"
"124",592261,"Delino DeShields","775","16.0","0.333","0.103","0.322","0.436","0.326","0.308","0.303","39","117","81.7","7.9","2278","88.8","88.31","0","124","0","-0.5","5.96","100","146","99","144","298","314","282"
"41",595284,"Andrew Knapp","314","13.1","0.256","0.128","0.237","0.385","0.274","0.313","0.282","10","39","81.7","10.3","2142","88.4","88.37","0","41","0","0.0","6.20","114","152","120","149","294","321","297"
"19",527054,"Julio Teheran","111","17.1","0.222","0.056","0.222","0.278","0.216","0.204","0.228","4","18","81.7","2.9","2354","87.5","87.45","0","19","0","0.0","6.11","105","149","111","149","299","312","276"
"95",594694,"Wilmer Difo","512","18.6","0.298","0.085","0.283","0.383","0.294","0.289","0.289","28","94","81.7","8.4","2207","87.2","86.80","0","95","0","-0.4","5.98","109","148","106","147","288","313","295"
"2",542882,"Matt Andriese","16","12.5","0.000","0.000","0.000","0.000","0.000","0.134","0.156","0","2","81.6","-49.5","2212","92.8","93.23","0","2","0","0.4","6.30","125","154","117","151","290","311","271"
"40",570481,"Erik Gonzalez","195","20.5","0.289","0.105","0.289","0.395","0.292","0.237","0.238","11","38","81.6","-0.8","2222","87.2","86.77","0","40","0","-0.4","5.97","104","146","105","143","299","311","282"
"88",641658,"Garrett Hampson","512","17.2","0.291","0.128","0.279","0.419","0.299","0.298","0.311","25","86","81.5","12.0","2380","88.6","88.42","0","88","0","-0.2","5.95","106","149","104","147","307","324","288"
"199",645302,"Victor Robles","1132","17.6","0.333","0.271","0.284","0.604","0.389","0.356","0.317","64","192","81.5","16.2","2240","89.6","89.35","0","199","0","-0.2","6.04","103","148","104","145","301","319","295"
"10",656582,"Connor Joe","62","16.1","0.100","0.000","0.100","0.100","0.088","0.274","0.291","1","10","81.4","1.1","2122","85.1","84.87","0","10","0","-0.2","5.97","109","153","114","147","300","314","285"
"4",543193,"Drew Gagnon","10","40.0","0.333","0.000","0.333","0.333","0.293","0.418","0.437","1","3","81.4","-3.8","2322","92.6","92.54","0","4","0","-0.1","6.43","92","139","99","145","289","298","266"
"2",623167,"Chris Flexen","5","40.0","0.500","0.000","0.500","0.500","0.440","0.399","0.452","1","2","81.3","-3.5","2351","93.4","92.79","0","2","0","-0.6","6.13","122","153","111","149","291","305","282"
"33",641553,"Adam Engel","226","14.6","0.344","0.219","0.323","0.563","0.383","0.382","0.368","11","32","81.1","10.7","2232","88.6","88.28","0","33","0","-0.3","6.06","97","147","102","143","298","319","287"
"1",643354,"Donnie Hart","5","20.0","0.000","0.000","0.000","0.000","0.000","0.057","0.063","0","1","81.1","-39.0","2147","95.1","95.67","0","1","0","0.6","6.50","115","153","118","146","256","312","295"
"2",546990,"Anthony Alford","9","22.2","0.000","0.000","0.000","0.000","0.000","0.384","0.226","0","2","81.0","-4.0","1919","85.6","85.30","0","2","0","-0.3","5.97","106","154","121","142","308","335","291"
"1",543001,"Ryan Carpenter","9","11.1","0.000","0.000","0.000","0.000","0.000","0.054","0.055","0","1","81.0","-26.0","2492","72.7","71.40","0","1","0","-1.3","5.59","126","148","109","147","276","300","289"
"1",605135,"Chris Bassitt","9","11.1","0.000","0.000","0.000","0.000","0.000","0.701","0.724","0","1","81.0","21.0","2317","94.3","95.08","0","1","0","0.8","6.57","122","152","100","151","285","298","281"
"33",664119,"Austin Allen","160","20.6","0.333","0.091","0.333","0.424","0.327","0.234","0.245","11","33","80.8","3.8","2146","89.9","89.60","0","33","0","-0.3","5.94","117","162","130","152","302","328","308"
"30",425844,"Zack Greinke","128","23.4","0.407","0.481","0.333","0.889","0.539","0.408","0.351","11","27","80.7","-4.3","2275","88.2","87.64","0","30","0","-0.6","5.83","107","148","106","146","300","320","291"
"13",641154,"Pablo Lopez","95","13.7","0.417","0.083","0.417","0.500","0.397","0.392","0.406","5","12","80.6","-4.5","2220","87.7","87.40","0","13","0","-0.3","6.09","104","141","103","142","280","308","288"
"10",658069,"Josh Fuentes","64","15.6","0.200","0.000","0.200","0.200","0.176","0.163","0.165","2","10","80.5","12.9","2589","87.4","87.06","0","10","0","-0.3","5.86","114","154","111","147","311","333","299"
"1",657566,"Montana DuRapau","2","50.0","0.000","0.000","0.000","0.000","0.000","0.050","0.053","0","1","80.5","-31.0","2153","87.1","87.03","0","1","0","-0.1","6.10","86","153","99","150","287","296","264"
"2",644374,"Yu Chang","13","15.4","0.000","0.000","0.000","0.000","0.000","0.032","0.033","0","2","80.5","13.5","2363","90.4","89.30","0","2","0","-1.1","5.82","99","154","124","140","306","329","299"
"24",600858,"Humberto Arteaga","122","19.7","0.273","0.045","0.273","0.318","0.257","0.233","0.245","6","22","80.4","-2.8","2125","87.7","88.07","0","24","0","0.4","6.26","104","148","108","149","301","312","284"
"2",458708,"Josh Tomlin","7","28.6","0.000","0.000","0.000","0.000","0.000","0.359","0.383","0","2","80.3","27.0","2005","90.5","90.79","0","2","0","0.3","6.40","123","155","101","152","296","292","278"
"15",623323,"Braden Bishop","95","15.8","0.133","0.000","0.133","0.133","0.117","0.281","0.299","2","15","80.2","6.9","2140","89.4","89.25","0","15","0","-0.1","6.05","102","150","109","147","294","316","277"
"1",445926,"Jesse Chavez","6","16.7","1.000","0.000","1.000","1.000","0.880","0.721","0.787","1","1","80.1","14.0","2093","92.9","93.60","0","1","0","0.7","6.73","129","152","116","143","284","296","263"
"1",605513,"Spencer Turnbull","32","3.1","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","80.0","69.0","2384","96.0","97.30","0","1","0","1.3","7.02","77","116","60","134","257","302","275"
"12",445055,"Jon Jay","65","18.5","0.455","0.091","0.455","0.545","0.433","0.508","0.485","5","11","80.0","10.3","2136","87.3","86.91","0","12","0","-0.4","6.08","102","140","104","143","270","310","300"
"98",542255,"Ender Inciarte","524","18.7","0.278","0.134","0.260","0.412","0.292","0.296","0.302","27","97","79.9","4.2","2167","87.5","86.97","0","98","0","-0.5","5.87","110","147","100","150","281","315","301"
"2",501381,"Michael Pineda","5","40.0","0.000","0.000","0.000","0.000","0.000","0.052","0.058","0","2","79.7","-23.0","2268","92.9","93.12","0","2","0","0.2","6.33","119","146","98","144","288","287","252"
"6",668800,"Andrew Knizner","20","30.0","0.000","0.000","0.000","0.000","0.000","0.169","0.135","0","6","79.5","13.7","2006","88.1","87.75","0","6","0","-0.3","5.95","108","153","112","148","301","318","295"
"16",434671,"Anibal Sanchez","81","19.8","0.067","0.000","0.067","0.067","0.059","0.198","0.200","1","15","79.5","-2.5","2323","88.0","87.59","0","16","0","-0.4","5.82","112","145","106","147","287","297","274"
"4",400085,"Ichiro Suzuki","30","13.3","0.000","0.000","0.000","0.000","0.000","0.020","0.014","0","4","79.5","23.5","null","null","null","0","4","0","null","null","null","null","null","null","null","null","null"
"8",664057,"Andrew Stevenson","70","11.4","0.375","0.000","0.375","0.375","0.330","0.460","0.459","3","8","79.4","4.6","2150","89.9","89.59","0","8","0","-0.3","6.04","108","149","108","150","290","320","302"
"2",451192,"Jim Adduci","19","10.5","0.000","0.000","0.000","0.000","0.000","0.178","0.219","0","2","79.4","-32.5","2719","90.0","88.08","0","2","0","-1.9","5.36","123","148","109","151","281","317","312"
"2",606992,"Eric Haase","30","6.7","0.000","0.000","0.000","0.000","0.000","0.072","0.092","0","2","78.9","-14.5","1999","85.6","86.25","0","2","0","0.7","6.44","101","151","118","143","281","321","290"
"10",596133,"Luke Weaver","72","13.9","0.250","0.375","0.125","0.625","0.323","0.288","0.269","2","8","78.7","21.6","2307","91.4","91.73","0","10","0","0.3","6.20","103","143","100","143","298","313","279"
"10",670950,"Trevor Richards","118","8.5","0.250","0.000","0.250","0.250","0.220","0.196","0.218","2","8","78.6","-22.3","2357","90.5","89.84","0","10","0","-0.7","5.90","101","135","98","139","289","297","262"
"27",593700,"Alen Hanson","178","15.2","0.269","0.000","0.259","0.269","0.228","0.252","0.281","7","26","78.5","7.3","2209","86.3","85.70","0","27","0","-0.6","5.83","100","146","103","146","285","312","285"
"4",641312,"Shaun Anderson","61","6.6","0.667","0.333","0.667","1.000","0.709","0.692","0.501","2","3","78.4","-3.0","2345","89.0","88.74","0","4","0","-0.3","5.96","105","145","102","147","300","303","270"
"15",543101,"Anthony DeSclafani","79","19.0","0.231","0.000","0.231","0.231","0.203","0.208","0.220","3","13","78.4","-16.3","2267","90.4","90.52","0","15","0","0.1","6.20","104","143","106","145","290","305","275"
"6",601713,"Nick Pivetta","92","6.5","0.333","0.000","0.333","0.333","0.293","0.201","0.218","2","6","78.3","-10.0","2147","88.8","88.94","0","6","0","0.1","6.18","114","145","108","147","289","295","271"
"7",656577,"Alex Jackson","26","26.9","0.000","0.000","0.000","0.000","0.000","0.121","0.124","0","7","78.2","29.3","2152","91.9","91.70","0","7","0","-0.2","5.97","104","149","119","143","305","324","303"
"8",669738,"Jake Noll","45","17.8","0.250","0.125","0.250","0.375","0.266","0.224","0.234","2","8","78.0","-2.9","2392","86.2","85.94","0","8","0","-0.3","5.80","111","155","117","148","304","323","293"
"14",571875,"Jake Lamb","108","13.0","0.357","0.071","0.357","0.429","0.341","0.316","0.297","5","14","77.8","5.4","2227","89.6","89.39","0","14","0","-0.2","6.03","119","166","134","152","294","321","303"
"171",571740,"Billy Hamilton","992","17.2","0.293","0.072","0.292","0.365","0.282","0.317","0.338","49","167","77.7","9.8","2218","89.8","89.50","0","171","0","-0.3","6.01","98","142","91","140","276","305","287"
"8",543022,"Tyler Chatwood","45","17.8","0.333","0.333","0.333","0.667","0.416","0.263","0.244","2","6","77.5","-13.8","2162","89.2","88.75","0","8","0","-0.5","5.85","107","143","104","146","289","303","274"
"13",602074,"Yonathan Daza","74","17.6","0.077","0.000","0.077","0.077","0.068","0.161","0.170","1","13","77.5","7.2","2084","88.0","87.39","0","13","0","-0.6","5.54","108","150","104","148","310","334","291"
"21",571927,"Steven Matz","83","25.3","0.350","0.150","0.316","0.500","0.366","0.389","0.358","7","20","77.4","4.3","2282","89.3","89.00","0","21","0","-0.3","6.19","112","150","106","149","294","308","279"
"3",571697,"Scooter Gennett","19","15.8","0.333","0.000","0.333","0.333","0.293","0.138","0.144","1","3","77.3","-21.0","1892","86.8","86.67","0","3","0","-0.1","6.03","111","148","107","147","283","313","290"
"10",676606,"Nick Margevicius","72","13.9","0.375","0.000","0.375","0.375","0.330","0.356","0.374","3","8","77.2","1.0","2045","92.0","91.80","0","10","0","-0.2","6.13","108","142","104","146","271","305","289"
"19",453562,"Jake Arrieta","141","13.5","0.267","0.000","0.267","0.267","0.235","0.366","0.387","4","15","77.0","9.8","2272","88.6","88.43","0","19","0","-0.2","6.15","105","147","105","147","296","303","270"
"16",571945,"Miles Mikolas","97","16.5","0.214","0.000","0.214","0.214","0.189","0.254","0.274","3","14","76.8","-8.9","2314","91.5","91.34","0","16","0","-0.2","6.11","116","148","108","149","297","313","281"
"10",643327,"Zack Godley","71","14.1","0.333","0.000","0.333","0.333","0.293","0.211","0.217","3","9","76.7","28.4","2267","89.5","89.50","0","10","0","0.0","6.13","103","144","98","147","293","311","276"
"14",622608,"Antonio Senzatela","101","13.9","0.000","0.000","0.000","0.000","0.000","0.057","0.061","0","11","76.4","4.5","2238","88.7","88.92","0","14","0","0.2","6.19","101","143","96","145","296","307","274"
"23",596451,"Roman Quinn","172","13.4","0.217","0.043","0.217","0.261","0.207","0.247","0.281","5","23","76.4","-2.0","2290","89.6","89.34","0","23","0","-0.3","5.93","99","146","97","143","301","316","293"
"11",641816,"Tyler Mahle","96","11.5","0.125","0.125","0.125","0.250","0.156","0.145","0.149","1","8","76.3","-19.5","2352","88.9","89.18","0","11","0","0.3","6.22","99","139","102","144","285","301","268"
"4",501985,"Mike Minor","21","19.0","0.000","0.000","0.000","0.000","0.000","0.295","0.303","0","3","75.9","-12.8","2013","87.6","87.21","0","4","0","-0.4","5.82","109","143","102","141","285","305","267"
"22",656427,"Jack Flaherty","106","20.8","0.167","0.056","0.167","0.222","0.167","0.272","0.273","3","18","75.7","-3.5","2288","88.0","88.07","0","22","0","0.1","6.21","105","145","103","146","295","308","276"
"2",664874,"Seby Zavala","38","5.3","0.500","0.000","0.500","0.500","0.440","0.258","0.282","1","2","75.6","26.0","2458","83.8","82.93","0","2","0","-0.9","5.58","100","147","114","144","295","315","284"
"15",435064,"Bobby Wilson","95","15.8","0.133","0.067","0.133","0.200","0.142","0.137","0.151","2","15","75.6","19.1","2097","88.1","87.84","0","15","0","-0.3","5.92","110","153","120","149","293","311","276"
"2",623515,"Drew Jackson","17","11.8","0.000","0.000","0.000","0.000","0.000","0.077","0.086","0","2","75.4","-31.0","1965","87.8","87.38","0","2","0","-0.4","6.16","96","152","108","144","303","310","269"
"4",592685,"Drew Robinson","24","16.7","0.250","0.000","0.250","0.250","0.220","0.173","0.189","1","4","75.3","45.5","1732","84.8","84.84","0","4","0","0.0","6.23","123","170","119","154","296","319","301"
"30",605253,"Terrance Gore","210","14.3","0.433","0.100","0.433","0.533","0.417","0.359","0.392","13","30","75.3","-0.9","2260","89.9","89.78","0","30","0","-0.1","6.06","95","141","88","139","279","298","273"
"2",664208,"Phil Maton","7","28.6","0.500","0.000","0.500","0.500","0.440","0.303","0.313","1","2","74.8","2.5","2126","89.8","91.00","0","2","0","1.2","6.94","119","153","120","151","278","314","276"
"10",592866,"Trevor Williams","68","14.7","0.333","0.000","0.333","0.333","0.293","0.312","0.331","3","9","74.7","-3.0","2372","87.8","87.48","0","10","0","-0.3","6.00","109","145","109","145","284","294","264"
"2",571595,"Noel Cuevas","4","50.0","0.000","0.000","0.000","0.000","0.000","0.070","0.069","0","2","74.7","-35.0","2121","84.8","84.75","0","2","0","0.0","5.85","101","143","115","144","310","321","294"
"22",647336,"Mike Soroka","119","18.5","0.158","0.000","0.158","0.158","0.139","0.222","0.246","3","19","74.6","-12.0","2247","90.6","90.38","0","22","0","-0.2","6.06","104","141","94","143","293","305","269"
"5",502624,"Chase Anderson","81","6.2","0.000","0.000","0.000","0.000","0.000","0.125","0.138","0","4","74.5","-0.8","2374","89.0","88.65","0","5","0","-0.3","6.04","107","145","109","146","297","311","274"
"17",643230,"Steven Brault","60","28.3","0.308","0.077","0.308","0.385","0.299","0.300","0.313","4","13","74.3","-11.4","2138","89.0","89.19","0","17","0","0.2","6.21","105","141","95","144","269","300","289"
"2",572362,"Robbie Erlin","5","40.0","0.000","0.000","0.000","0.000","0.000","0.005","0.013","0","2","74.1","26.5","2371","94.1","92.82","0","2","0","-1.3","5.29","100","143","101","143","300","315","273"
"3",474463,"Brett Anderson","10","30.0","0.667","0.000","0.667","0.667","0.587","0.177","0.162","2","3","74.0","-20.0","2375","91.1","90.47","0","3","0","-0.6","5.74","96","137","107","143","271","294","285"
"1",622226,"Dylan Cozens","4","25.0","0.000","0.000","0.000","0.000","0.000","0.069","0.059","0","1","73.9","-8.0","2115","95.7","95.16","0","1","0","-0.5","5.96","121","160","143","156","300","314","290"
"10",450306,"Jason Vargas","101","9.9","0.250","0.000","0.250","0.250","0.220","0.319","0.339","2","8","73.8","-2.0","2244","85.9","85.14","0","10","0","-0.8","5.86","105","146","102","147","264","297","287"
"2",605439,"Michael Reed","36","5.6","0.000","0.000","0.000","0.000","0.000","0.059","0.056","0","2","73.7","48.5","2239","88.4","87.59","0","2","0","-0.8","5.86","119","156","116","149","296","306","285"
"3",657053,"Touki Toussaint","42","7.1","0.000","0.000","0.000","0.000","0.000","0.646","0.333","0","2","73.7","10.0","2056","95.4","95.44","0","3","0","0.0","6.29","110","141","106","144","288","299","262"
"23",453286,"Max Scherzer","167","13.8","0.300","0.000","0.300","0.300","0.264","0.317","0.332","6","20","73.6","-18.0","2293","90.6","90.30","0","23","0","-0.3","6.07","106","143","97","145","291","304","274"
"13",502042,"Chris Archer","98","13.3","0.100","0.000","0.100","0.100","0.088","0.186","0.202","1","10","73.3","1.3","2277","89.9","90.05","0","13","0","0.2","6.26","104","140","96","146","292","297","268"
"24",554430,"Zack Wheeler","130","18.5","0.500","0.227","0.476","0.727","0.526","0.330","0.314","11","22","73.3","3.5","2231","87.3","87.03","0","24","0","-0.3","6.10","112","146","104","149","280","309","297"
"9",645261,"Sandy Alcantara","105","8.6","0.714","0.143","0.714","0.857","0.681","0.429","0.409","5","7","73.2","-4.6","2248","94.0","93.62","0","9","0","-0.4","6.12","96","137","99","143","289","298","269"
"13",592761,"Caleb Smith","66","19.7","0.100","0.000","0.100","0.100","0.088","0.115","0.111","1","10","73.1","-9.6","2142","90.3","90.04","0","13","0","-0.3","6.13","105","142","99","144","285","297","265"
"19",605397,"Joe Musgrove","111","17.1","0.267","0.000","0.267","0.267","0.235","0.340","0.338","4","15","72.9","2.2","2166","86.5","86.26","0","19","0","-0.2","6.02","97","144","105","146","291","303","276"
"20",571578,"Patrick Corbin","135","14.8","0.176","0.000","0.176","0.176","0.155","0.135","0.137","3","17","72.9","-13.2","2286","87.9","87.44","0","20","0","-0.5","6.02","109","146","104","147","270","297","292"
"11",592314,"Mike Foltynewicz","72","15.3","0.111","0.000","0.111","0.111","0.098","0.245","0.269","1","9","72.8","-17.7","2367","87.1","86.68","0","11","0","-0.4","5.87","94","139","95","142","287","300","265"
"31",628317,"Kenta Maeda","110","28.2","0.333","0.083","0.333","0.417","0.324","0.245","0.270","8","24","72.6","-4.4","2264","88.6","88.43","0","31","0","-0.2","6.06","108","144","103","146","290","305","275"
"2",592468,"Nick Kingham","33","6.1","0.000","0.000","0.000","0.000","0.000","0.025","0.043","0","2","72.6","-11.5","2125","97.6","97.68","0","2","0","0.1","6.25","122","152","112","150","291","294","265"
"6",592332,"Kevin Gausman","78","7.7","0.167","0.000","0.167","0.167","0.147","0.197","0.225","1","6","72.5","-18.7","2216","91.8","91.70","0","6","0","-0.1","6.07","110","151","112","151","277","306","299"
"1",544928,"Tyler Lyons","4","25.0","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","1","72.0","-22.0","1809","92.9","92.84","0","1","0","-0.1","6.11","124","153","113","148","278","300","290"
"2",605276,"David Hess","6","33.3","0.000","0.000","0.000","0.000","0.000","0.501","0.516","0","1","71.8","-18.5","2076","93.7","92.28","0","2","0","-1.4","5.01","91","135","95","139","296","317","283"
"9",642547,"Freddy Peralta","47","19.1","0.250","0.000","0.250","0.250","0.220","0.211","0.236","2","8","71.8","-6.3","2027","86.4","85.99","0","9","0","-0.4","5.92","114","147","107","146","284","302","267"
"3",488768,"Andrew Cashner","6","50.0","0.000","0.000","0.000","0.000","0.000","0.094","0.089","0","3","71.6","-36.7","2041","89.5","91.27","0","3","0","1.8","6.70","97","144","97","141","305","319","287"
"9",548389,"Ross Stripling","49","18.4","0.143","0.000","0.143","0.143","0.126","0.287","0.309","1","7","71.5","-12.2","2164","88.6","88.29","0","9","0","-0.3","5.99","97","141","99","145","284","298","271"
"16",543294,"Kyle Hendricks","117","13.7","0.417","0.083","0.417","0.500","0.397","0.306","0.322","5","12","71.5","-4.4","2286","88.0","87.55","0","16","0","-0.4","5.91","106","145","100","144","282","303","266"
"1",623352,"Josh Hader","3","33.3","0.000","0.000","0.000","0.000","0.000","0.070","0.074","0","1","71.4","-40.0","2209","95.6","94.95","0","1","0","-0.6","6.17","88","152","109","138","269","295","290"
"11",502188,"Jeff Samardzija","77","14.3","0.222","0.000","0.222","0.222","0.196","0.208","0.232","2","9","71.4","-16.2","2336","85.8","84.89","0","11","0","-0.9","5.59","104","137","100","137","291","309","273"
"28",608566,"German Marquez","119","23.5","0.348","0.174","0.348","0.522","0.368","0.287","0.281","8","23","71.4","9.9","2397","87.0","86.66","0","28","0","-0.3","5.71","99","141","102","142","299","316","282"
"17",592662,"Robbie Ray","99","17.2","0.071","0.000","0.071","0.071","0.063","0.129","0.144","1","14","71.3","-27.8","2402","89.4","88.74","0","17","0","-0.7","5.76","111","145","104","148","275","306","293"
"16",543243,"Sonny Gray","107","15.0","0.250","0.167","0.250","0.417","0.278","0.136","0.154","3","12","71.3","-21.4","2203","86.0","85.78","0","16","0","-0.2","6.03","104","142","103","146","287","297","264"
"17",605400,"Aaron Nola","167","10.2","0.077","0.000","0.077","0.077","0.068","0.184","0.198","1","13","71.0","-12.8","2199","92.2","92.30","0","17","0","0.1","6.26","106","145","100","146","284","303","271"
"6",656546,"Jeff Hoffman","41","14.6","0.200","0.000","0.200","0.200","0.176","0.304","0.341","1","5","70.9","-23.2","2192","89.6","89.68","0","6","0","0.1","6.03","108","149","103","149","302","316","282"
"11",663978,"Chris Paddack","81","13.6","0.111","0.000","0.111","0.111","0.098","0.121","0.136","1","9","70.8","-24.8","2337","89.9","89.77","0","11","0","-0.1","6.12","111","146","105","147","291","298","262"
"3",542960,"Brad Brach","8","37.5","0.000","0.000","0.000","0.000","0.000","0.751","0.783","0","2","70.8","-1.3","2287","93.5","93.75","0","3","0","0.3","6.31","91","137","107","139","288","291","258"
"15",605200,"Zach Davies","128","11.7","0.200","0.067","0.200","0.267","0.200","0.242","0.248","3","15","70.6","11.4","2211","87.3","86.78","0","15","0","-0.5","5.82","106","143","103","144","288","300","269"
"2",641541,"Jon Duplantier","29","6.9","0.000","0.000","0.000","0.000","0.000","0.224","0.236","0","2","70.6","-22.5","2221","92.6","91.97","0","2","0","-0.6","5.97","103","134","81","144","270","300","280"
